5.013012386749634564e-01,1.992220448653532205e-01,9.253708512586249083e-04,-1.132533830902694022e-02,4.195678723795721876e-02,-2.458887895862103563e-03,-1.541143508173704824e+00,3.649128504189382916e-04,-3.919059776288372904e-02,3.238497012141155346e-02,-1.809683397926533169e-02,1.129120633779302253e-02,0.000000000000000000e+00
5.013012386749634564e-01,2.054703704161584821e-01,4.349411273209596515e-03,-2.213592568025070373e-02,1.814164069070364205e-01,-9.374169158813663860e-02,-1.590733063472393294e+00,7.268556173867724490e-04,1.108094022371162723e-01,1.823849701214115548e-01,1.319031660207346524e-01,1.612912063377930083e-01,0.000000000000000000e+00
5.022579769089207113e-01,2.042176972567911475e-01,4.624868161352468574e-03,-3.270441318818464310e-02,1.961074186781736894e-01,-4.942183404505791355e-02,-1.651169999542608124e+00,1.086023241870327566e-03,6.486092683316016516e-02,1.893828805783675795e-01,1.014639209356657107e-01,1.527798864758629360e-01,0.000000000000000000e+00
5.031807907863178331e-01,2.011577956581413751e-01,3.760778592352072118e-03,-4.304886592231019216e-02,1.898855521973174809e-01,2.149576088697603693e-02,-1.717305401390500030e+00,1.442884424992248605e-03,-2.516336846834742180e-02,1.504491157526505196e-01,2.639892427827862653e-02,9.888682300602244513e-02,0.000000000000000000e+00
5.041244952390188105e-01,1.966158620634157195e-01,2.001411832364849604e-03,-5.322781087402688599e-02,2.306962426092008245e-01,-2.375014064296472605e-02,-1.714323863611438181e+00,1.797150465485039149e-03,-1.521671353648892944e-01,7.563534707091523757e-02,-8.530689675342757738e-02,8.775108459449829090e-03,0.000000000000000000e+00
5.050709982645037455e-01,1.918764984843559784e-01,1.167206112957920421e-04,-6.322679674877802747e-02,2.275914393782995648e-01,2.121625310311812257e-02,-1.757653489912464950e+00,2.148542514278088244e-03,-2.841379048253462880e-01,-4.020683517114570504e-03,-2.019343540112837343e-01,-8.622423433117505642e-02,0.000000000000000000e+00
5.060305991800504444e-01,1.869687027413687308e-01,-1.868350117115915882e-03,-7.305969361785241700e-02,2.628598803625326052e-01,-2.004477368764579631e-02,-1.753143635638192199e+00,2.496791965467337528e-03,-4.205492314659916020e-01,-8.743683683957423347e-02,-3.227900447578011534e-01,-1.851960235477594641e-01,0.000000000000000000e+00
5.070072533536078563e-01,1.819787898052255548e-01,-3.898205425046985528e-03,-8.273395901513971862e-02,2.612906277214074868e-01,1.482624893127851284e-02,-1.787943138507659624e+00,2.841640769416575469e-03,-5.593419484504856820e-01,-1.723402319405762939e-01,-4.457506835604160278e-01,-2.859314968306382876e-01,0.000000000000000000e+00
5.080062287631682549e-01,1.769322165798710711e-01,-5.953611243573034284e-03,-9.225829583170079562e-02,2.871560817132838839e-01,-1.196092854528817487e-02,-1.788534428647357455e+00,3.182841675114638294e-03,-6.999834079739424286e-01,-2.579137604109625337e-01,-5.701982259183675517e-01,-3.876989424665299167e-01,0.000000000000000000e+00
5.090267628276765599e-01,1.719008644220321458e-01,-7.990588519479343080e-03,-1.016353104521852124e-01,2.909591098593435898e-01,6.570200065001509382e-03,-1.812397134271862109e+00,3.520158408395389349e-03,-8.406776629564461922e-01,-3.424021005902950221e-01,-6.943490865920005639e-01,-4.887306769547345997e-01,0.000000000000000000e+00
5.100689788309183959e-01,1.669188681757721171e-01,-9.987598295220122963e-03,-1.108684304554847094e-01,3.078505368732588621e-01,-4.760154738057487470e-03,-1.819502521553576058e+00,3.853365792144221834e-03,-9.805764862547827754e-01,-4.249499075527414793e-01,-8.173530399430476434e-01,-5.881733538644706716e-01,0.000000000000000000e+00
5.111305387321483096e-01,1.620276498213744087e-01,-1.192004295442267853e-02,-1.199585586742785981e-01,3.160637019637672074e-01,1.187638391310899023e-03,-1.835223769698959284e+00,4.182249814159450657e-03,-1.118603348931194397e+00,-5.046062210599296938e-01,-9.381714579047847336e-01,-6.850381120863340279e-01,0.000000000000000000e+00
5.122103517214586788e-01,1.572447322715437024e-01,-1.377720935559507802e-02,-1.289077829723249136e-01,3.277473697591154478e-01,-1.501256405151797819e-03,-1.845794995005328731e+00,4.506607647910955937e-03,-1.254296165234330962e+00,-5.809673011117179042e-01,-1.056359937328572363e+00,-7.789035290174677328e-01,0.000000000000000000e+00
