5.007651285181091705e-01,1.995546625378824823e-01,5.556298824475291954e-04,-6.823460840676810225e-03,2.531990825953160662e-02,-1.487251887949953780e-03,-1.524835423629304909e+00,2.244733079110538491e-04,-2.310872546695889179e-02,1.900117673468358290e-02,-1.070558948918877602e-02,6.598040756913379525e-03,0.000000000000000000e+00
5.007651285181091705e-01,2.058048228535190871e-01,3.976320021709107803e-03,-1.338827496797807479e-02,1.753199082595315872e-01,-1.213863786776188808e-01,-1.561997791674673897e+00,4.617507323320250209e-04,1.268912745330411096e-01,1.690011767346835669e-01,1.392944105108112063e-01,1.565980407569133870e-01,0.000000000000000000e+00
5.012835832527502422e-01,2.053674903966425380e-01,4.282397847974810448e-03,-1.990123098178577313e-02,1.932774314242667879e-01,-1.106519866752110337e-01,-1.591538646045268734e+00,6.923799771320057533e-04,1.077686750933032067e-01,1.786824357784977946e-01,1.285762351905188894e-01,1.578748756812820841e-01,0.000000000000000000e+00
5.017247743669011051e-01,2.047730105704187176e-01,4.418725141015719150e-03,-2.630901636845523264e-02,2.042775502244904284e-01,-8.755486750815009989e-02,-1.626518798499859919e+00,9.352828026359639394e-04,8.604458578995259621e-02,1.815933303654152231e-01,1.140040860534037165e-01,1.536338301019639641e-01,0.000000000000000000e+00
5.020999480721302088e-01,2.038454727003637112e-01,4.297399012502888839e-03,-3.262260020652092696e-02,2.078700239720746301e-01,-5.256660318624507833e-02,-1.666016383252775679e+00,1.189713613714283615e-03,5.729583975252773576e-02,1.739168797786826148e-01,9.133710323758832683e-02,1.398756162936224678e-01,0.000000000000000000e+00
5.024318203882922607e-01,2.022076809147035081e-01,3.727683060180304615e-03,-3.886442780868212821e-02,2.061913375906802848e-01,-1.332806757848877671e-02,-1.704526955179668013e+00,1.454937324785347385e-03,1.203655719707970306e-02,1.473916700180239181e-01,5.145764559676870020e-02,1.079705816183378908e-01,0.000000000000000000e+00
5.027399676298828224e-01,1.997893742721609522e-01,2.690433781097031993e-03,-4.505381126950872006e-02,2.128845000805696663e-01,4.060911390109060021e-04,-1.725938806096383615e+00,1.730229545810641487e-03,-5.173719340269571088e-02,1.010689908073910404e-01,-7.320876034062527571e-03,5.665267343876428940e-02,0.000000000000000000e+00
5.030091251268280494e-01,1.972758780310827909e-01,1.563853755537967290e-03,-5.117522824427901684e-02,2.257717711181789766e-01,-9.604688499477861095e-04,-1.738477772290285772e+00,2.014876758541888236e-03,-1.171388368538247848e-01,5.101254021308192915e-02,-6.835933479786782119e-02,2.233038157132487267e-03,0.000000000000000000e+00
5.032388098911749763e-01,1.947504477705709891e-01,3.951937378302936704e-04,-5.722794467022195020e-02,2.374742382363115023e-01,-8.726595657929663193e-04,-1.751319935403466088e+00,2.308176483007433853e-03,-1.821379819898492347e-01,-7.733618877636266875e-04,-1.296351690171092530e-01,-5.327617486049465723e-02,0.000000000000000000e+00
5.034304467860897248e-01,1.922286667844360641e-01,-8.052897538695766213e-04,-6.321314098639253809e-02,2.487926805988963097e-01,-9.081892702485440307e-04,-1.763688260439697730e+00,2.609437434237599912e-03,-2.463787743739955238e-01,-5.385608889962990864e-02,-1.907694264731645550e-01,-1.094654368004522038e-01,0.000000000000000000e+00
5.035852627666086434e-01,1.897224532720832579e-01,-2.029680601104713166e-03,-6.913180642146395105e-02,2.597207989371378978e-01,-9.433063356822702673e-04,-1.775700082102309008e+00,2.917979669242374858e-03,-3.095916561636918307e-01,-1.078999780793179625e-01,-2.514726597365540828e-01,-1.660189745064468703e-01,0.000000000000000000e+00
5.037043349972788464e-01,1.872411334176149189e-01,-3.271725541341913204e-03,-7.498478715442445652e-02,2.703011682488079548e-01,-9.821183528909720097e-04,-1.787393738658271891e+00,3.233134724266611016e-03,-3.715679192301828970e-01,-1.626382898734860250e-01,-3.115186992742863259e-01,-2.226875098293747968e-01,0.000000000000000000e+00
5.037886233584556450e-01,1.847921555367073865e-01,-4.526383757555638154e-03,-8.077281885981611731e-02,2.805666073455856391e-01,-1.024391699886388141e-03,-1.798802142190552678e+00,3.554245742361196100e-03,-4.321427876273221114e-01,-2.178545381335968978e-01,-3.707272089744538812e-01,-2.792701167864574119e-01,0.000000000000000000e+00
5.038389950758119795e-01,1.823815546796816733e-01,-5.789530513891491190e-03,-8.649655137195298715e-02,2.905441542955009004e-01,-1.070003534314409701e-03,-1.809952302322863193e+00,3.880667591320103964e-03,-4.911844687587257896e-01,-2.733702136272148087e-01,-4.289523380560807952e-01,-3.356023443298522535e-01,0.000000000000000000e+00
5.038562427558505030e-01,1.800142818490742258e-01,-7.057746906008201780e-03,-9.215656675080773075e-02,3.002564050130566153e-01,-1.118918036687671777e-03,-1.820866688841923819e+00,4.211766972045692670e-03,-5.485864080542629528e-01,-3.290360665079145042e-01,-4.860746833804674982e-01,-3.915477911817025758e-01,0.000000000000000000e+00
5.038410978956767705e-01,1.776944424159744573e-01,-8.328167365324459087e-03,-9.775339281773826050e-02,3.097224816239284029e-01,-1.171164457739222974e-03,-1.831564222290558597e+00,4.546922517415826447e-03,-6.042616894015188089e-01,-3.847257785002542452e-01,-5.419954708821184131e-01,-4.469919970196475911e-01,0.000000000000000000e+00
